"CustomerID","Churn","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","PercChangeMinutes","PercChangeRevenues","DroppedCalls","BlockedCalls","UnansweredCalls","CustomerCareCalls","ThreewayCalls","ReceivedCalls","OutboundCalls","InboundCalls","PeakCallsInOut","OffPeakCallsInOut","DroppedBlockedCalls","CallForwardingCalls","CallWaitingCalls","MonthsInService","UniqueSubs","ActiveSubs","ServiceArea","Handsets","HandsetModels","CurrentEquipmentDays","AgeHH1","AgeHH2","ChildrenInHH","HandsetRefurbished","HandsetWebCapable","TruckOwner","RVOwner","Homeownership","BuysViaMailOrder","RespondsToMailOffers","OptOutMailings","NonUSTravel","OwnsComputer","HasCreditCard","RetentionCalls","RetentionOffersAccepted","NewCellphoneUser","NotNewCellphoneUser","ReferralsMadeBySubscriber","IncomeGroup","OwnsMotorcycle","AdjustmentsToCreditRating","HandsetPrice","MadeCallToRetentionTeam","CreditRating","PrizmCode","Occupation","MaritalStatus"
3066210,NA,17.24,17,17,0.25,0,0,-3,-0.2,0.7,0,2.3,0,0,0,0,0,3.7,3.3,0.7,0,0,28,1,1,"BOSBOS978",1,1,828,32,0,"No","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"6","No",0,"Unknown","No","1-Highest","Suburban","Other","No"
3066218,NA,56.78,197,50,3.22,0,2.8,-7,-2.9,1,3.3,25.3,0,0.3,2.8,1,0,91.7,17,4.3,0,0.3,24,2,2,"BIRBIR205",3,2,243,NA,NA,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"10","No","6-VeryLow","Other","Other","Unknown"
3066258,NA,47.85,496,45,0,37,0,-174,-12.9,6,0.3,56.7,0.3,0.7,142.4,20.7,2.3,157,130.3,6.3,0,0,30,1,1,"NYCBRO917",2,2,399,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","7-Lowest","Other","Other","Unknown"
3066282,NA,86.86,330,22,0.5,182,0,30,-13.1,8.7,0.3,5,0,0,73.7,37.3,0,76.7,18.7,9,0,2.3,28,1,1,"LAXIRV949",1,1,828,46,46,"Yes","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","1-Highest","Suburban","Other","Yes"
3066314,NA,110.02,386,30,2.23,208,1.1,-28,-0.8,2.7,23.3,14,1.3,0,78.5,54.3,15,105.7,49.7,26,0,0.3,24,1,1,"CHILAG630",2,2,178,24,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"30","No","1-Highest","Suburban","Other","No"
3066422,NA,41.11,42,42,0,6,0,-23,1.4,0,1.7,3.3,0,0,0.9,9,1.3,12.7,7.3,1.7,0,0,26,2,2,"HOUHOU281",1,1,781,28,26,"No","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"5","No",0,"Unknown","No","1-Highest","Other","Other","Yes"
3066438,NA,31.46,7,30,0,0,1.5,-7,-1.5,1.3,0,0.7,0,0,0,0,0,1.3,0,1.3,0,0,30,1,1,"OHICOL614",1,1,888,48,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","1-Highest","Suburban","Other","No"
3066446,NA,188.57,3520,172,6.68,45,0,-278,-12.7,36.7,11.3,199.3,9,0.3,1168.2,90,43,644,403.7,48,0,46.7,26,2,2,"HOUHOU281",2,2,367,48,0,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"7","No",0,"80","No","3-Good","Other","Other","Unknown"
3066462,NA,40.37,208,42,0,0,0,68,0,0.7,2.7,5,0,0,29.1,4.3,3.3,54.3,11,3.3,0,0.3,26,2,2,"DALDAL214",1,1,781,30,32,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","1-Highest","Other","Other","Unknown"
3066466,NA,59.26,298,35,2.48,60,0.6,-160,-26,7,1,16.3,0,0.3,69.8,30,1,78.3,28.3,8,0,0.7,28,1,1,"APCSIL301",4,3,3,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"100","No","1-Highest","Suburban","Other","Unknown"
3066474,NA,19.99,60,20,0,0,0,-26,0,0.3,0,7,0,0,9.9,6,1,14.3,17,0.3,0,0,28,1,1,"NEVSDG619",1,1,827,46,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","2-High","Other","Other","No"
3066486,NA,10.53,65,10,0.25,0,0.2,-42,-0.5,0.3,10,4.7,0,1,6.7,13,1,33,5,10.3,0,0.3,24,2,2,"CHINBK847",2,2,419,36,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,"9","No",0,"30","No","3-Good","Suburban","Clerical","Yes"
3066494,NA,72.36,723,60,1.24,84,1,119,40,11,0.7,43.3,1.7,0.7,188.8,37.3,0.3,146,69.3,11.7,0,1,28,1,1,"APCBAL410",3,2,125,28,0,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,"6","No",0,"60","No","4-Medium","Suburban","Self","No"
3066518,NA,29.99,230,40,0,0,0,42,0,6,0.7,14.7,0,0,45.6,17,0.7,73.3,62,6.7,0,0,28,1,1,"SFRSFR415",7,3,77,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,"0","No",0,"130","No","7-Lowest","Suburban","Other","Unknown"
3066554,NA,39.87,14,40,0,0,0.2,7,-30.8,0,0,2.3,0,0,0.5,1.3,0,5,0.7,0,0,0,26,1,1,"APCSIL301",1,1,781,60,58,"No","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,"8","No",0,"Unknown","No","1-Highest","Suburban","Other","Yes"
3066558,NA,36.75,325,40,0.25,0,0,-29,-0.5,6,1,23.7,1,0,55.4,18,1.7,55,44.3,7,0,1.7,24,1,1,"SEAABN253",2,2,311,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"30","No","5-Low","Other","Other","No"
3066566,NA,72.28,329,70,1.49,0,0.8,-2,-2.3,3.7,0,5.7,0,0,71.8,6,6.7,98,18.3,3.7,0,3,30,3,3,"PHXPHX602",3,3,157,46,46,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"80","No","1-Highest","Suburban","Other","No"
3066578,NA,149.34,740,69,0.99,61,0,847,214.8,1.7,0.3,15.7,0.7,0.3,168.9,32.7,1.3,134.7,73,2,0,1.7,24,1,1,"DETROS810",2,2,193,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"30","No","4-Medium","Other","Other","Unknown"
3066586,NA,33.24,35,30,0,0,0,-6,0,0,0.7,2.3,0.3,0.3,5.3,5,0.3,9.7,9.7,0.7,0,0,26,1,1,"OHICIN513",1,1,781,30,0,"No","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","3-Good","Other","Other","No"
3066594,NA,60.86,1226,30,0.25,82,0,-1200,-51,4.3,37.7,127.7,0,0,382.6,33,16.3,134,210.7,42,0,9.3,30,1,1,"SANMCA210",3,3,159,56,58,"Yes","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"1","No",0,"80","No","4-Medium","Town","Other","Yes"
3066610,NA,20.24,20,20,0.25,0,0,10,-0.2,0,0.3,0.7,0,0,0,0,0,5.3,0.7,0.3,0,0,26,1,1,"PHIARD610",1,1,781,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","2-High","Town","Other","Unknown"
3066626,NA,46.48,464,35,0.25,38,0,6,-4.9,5,7,11.3,0,0.3,126.4,43,13.3,65,154,12,0,3.7,30,2,2,"DALFTW817",2,2,-4,50,50,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"30","No","1-Highest","Suburban","Other","Unknown"
3066638,NA,49.99,476,60,0,0,0,-125,0,8,0,11.3,1.3,0,100.1,14,1.7,51.3,39.3,8,0,0.3,26,1,1,"LAXOAK805",2,2,58,48,48,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"30","No","5-Low","Other","Other","Unknown"
3066646,NA,36.05,178,45,0.25,1,0,-62,-1.1,2.7,0,7.7,0,0,42.7,27,3.3,58.3,25.7,2.7,0,0,28,2,2,"NYCBRO917",3,3,167,32,0,"No","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"Yes","No",0,"7","No",0,"60","No","1-Highest","Other","Other","Yes"
3066706,NA,36.55,156,40,3.71,7,0.5,-86,-3.6,1.7,0,8.3,0,0.3,17.4,14.7,0.7,39,18.7,1.7,0,0,28,2,2,"APCSVP443",2,2,432,44,46,"Yes","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"4","No",0,"10","No","1-Highest","Suburban","Other","No"
3066726,NA,165.31,2411,79,4.95,378,0,-141,-26.1,22.7,36,137,11,1,593.8,133.3,2.7,312,365.3,58.7,0,10.7,24,2,2,"OHIAKR330",3,3,298,44,0,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"3","No",0,"30","No","1-Highest","Rural","Self","No"
3066746,NA,17.14,4,17,0,0,0,-2,-0.2,0,0.7,3.3,2,0,0,0,0,2.7,2.7,0.7,0,0,24,2,2,"MIAFTM941",1,1,718,50,46,"No","No","No","Yes","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"1","No",0,"Unknown","No","7-Lowest","Other","Retired","No"
3066790,NA,220.75,2889,109,6.68,353,0.7,-1479,-118.8,47,31,137.7,42.3,1,828.9,146.3,34,370,337.3,91.7,0,32,26,1,1,"OKCTUL918",7,4,85,30,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"6","No",0,"130","No","4-Medium","Rural","Other","Unknown"
3066794,NA,121.58,955,70,0.74,188,3.7,82,17.7,8.7,5.7,18.7,0,0,118.7,22.3,0,291.7,45.3,14.3,0,4.3,30,1,1,"ATLANE678",1,1,887,42,38,"Yes","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,"9","No",0,"Unknown","No","1-Highest","Suburban","Other","Yes"
3066810,NA,176.93,888,69,1.49,285,25,-415,-98.6,2.7,4.3,20,0,0,317.8,41,6.3,118.3,53.7,7,0,0.7,28,2,2,"DALDAL214",4,4,121,48,48,"No","No","Yes","Yes","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"150","No","3-Good","Town","Other","Yes"
3066826,NA,29.99,145,30,0,0,0,-46,0,0,4.3,31,2.3,0,2.5,0.7,0,54.7,8.7,4.3,0,0,30,1,1,"SANMCA210",1,1,887,70,68,"No","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","1-Highest","Town","Retired","Yes"
3066842,NA,62.24,249,70,0.74,4,0.2,-114,-2.3,2,0.3,43.7,0,0,85.3,37.7,11.3,63.3,44.7,2.3,0,2,28,2,2,"SFROAK510",1,1,826,30,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"6","No",0,"Unknown","No","1-Highest","Other","Other","No"
3066846,NA,80.33,601,50,0.5,107,1,-589,-29.3,7.3,0,22.3,2,0.3,272.4,26,9,130.3,107.3,7.3,0,3,26,1,1,"DETANN734",2,2,206,56,56,"Yes","No","Yes","Yes","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"7","No",0,"30","No","3-Good","Other","Professional","Yes"
3066874,NA,66.04,473,50,0.25,101,0,-258,-12.8,4.7,0.7,15.3,2.3,0,99.9,15.7,1.3,49,22.3,5.3,0,0,24,1,1,"BOSMAN603",2,2,492,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","6-VeryLow","Other","Other","Unknown"
3066886,NA,29.99,2,30,0,0,0,-2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,1,1,"SFRSFR415",1,1,780,34,54,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"9","No",0,"Unknown","No","5-Low","Suburban","Other","Yes"
3066890,NA,50.44,178,50,0,0,0,138,-0.4,0,1.3,8.7,0,0,53.9,0.3,0,36,32.7,1.3,0,0,24,1,1,"OHICAN330",2,1,718,38,18,"Yes","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","Yes",0,"30","No","1-Highest","Other","Crafts","No"
3066894,NA,34.2,288,33,0,0,0.4,65,6.7,1,4.7,10.7,1.3,0,51.7,38,13.3,68.7,56,5.7,0,1.7,30,1,1,"SANSAN210",2,2,37,24,0,"No","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",2,1,"No","No",0,"3","No",0,"30","Yes","1-Highest","Other","Professional","No"
3066898,NA,547.91,2638,60,1.24,1045,0,1240,329.4,30.7,59.3,163,1,1,714.9,102,54.7,355.3,279.7,90,0,22.7,24,1,1,"MIAFTL954",1,1,718,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"Unknown","No","1-Highest","Suburban","Other","Unknown"
3066918,NA,41.04,429,50,0.99,8,0,-175,-39.1,6.3,3,22.7,3.3,0,19,5.7,0.3,75.7,20.3,9.3,0,0.7,28,1,1,"MIAPSL561",1,1,826,46,0,"No","No","No","No","No","Known","Yes","Yes","No","No","No","Yes",1,1,"No","No",0,"8","No",0,"Unknown","Yes","5-Low","Town","Other","No"
3066978,NA,156.81,1312,150,0,0,6.1,-1144,-6.8,74.3,5.7,103.3,0,3.3,607.1,113.3,256.3,898,680.7,80,0,0,30,5,2,"LAXMON323",6,3,148,40,40,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"4","No",1,"150","No","7-Lowest","Other","Other","Unknown"
3066982,NA,100.3,652,65,0.74,100,9.4,-595,-73.2,9,2.3,3.7,0.3,0,18.9,5.7,0.7,45.7,16,11.3,0,0.3,24,2,1,"HOUHOU281",3,2,89,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"40","No","5-Low","Other","Other","Unknown"
3067022,NA,46.69,368,35,2.97,0,0,45,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,"NYCNEW201",2,2,168,40,0,"No","No","Yes","No","No","Unknown","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"4","No",0,"30","No","1-Highest","Other","Other","No"
3067026,NA,30.51,49,30,0.25,0,0,-13,-0.5,0,1,3,0,0,0.7,9,0,19,7.7,1,0,0,24,1,1,"APCWAS202",1,1,717,40,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"8","No",1,"Unknown","No","1-Highest","Suburban","Other","No"
3067042,NA,69.91,505,45,4.95,40,3.4,53,-11.6,1.7,10.3,19,0,1,83.2,12.3,4.3,151,41.3,12,0,2.3,28,2,1,"CHILAG630",2,2,329,38,38,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",1,1,"No","No",0,"9","No",0,"60","Yes","1-Highest","Suburban","Clerical","Yes"
3067066,NA,51.17,294,42,0.25,34,0,479,26.1,4.3,4,17,0,0.7,7.7,12.7,0,118,25.7,8.3,0,0,26,2,2,"MIADEL561",2,2,15,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"80","No","4-Medium","Suburban","Other","Unknown"
3067074,NA,61.19,518,60,0.25,26,0,270,31.8,5.7,7,59.7,1.3,0,142.7,31.3,30.3,161,81.3,12.7,0,2,24,1,1,"MIAMIA305",3,2,186,26,28,"No","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"130","No","2-High","Other","Other","No"
3067082,NA,107.05,752,50,0.5,188,0,-83,-30,5.7,1.3,34.7,4.3,0,122.7,63,27.3,88.3,205.3,7,0,1,28,2,1,"APCSIL301",1,1,825,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"7","No",0,"Unknown","No","1-Highest","Suburban","Other","Unknown"
3067114,NA,50.49,289,50,0.5,0,0,131,-0.5,7.7,3.3,11,0,0,54.8,14.3,0,61.3,18.3,11,0,0,26,2,1,"DALDAL214",2,2,565,NA,NA,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",1,"30","No","6-VeryLow","Other","Other","Unknown"
3067138,NA,90.32,798,95,1.24,0,0,-316,-2.1,4.3,21,73.7,0,0.7,99.7,46,16,184.7,150.7,25.3,0,2.7,28,2,2,"HOUHOU281",3,2,178,42,42,"Yes","Yes","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,"9","No",0,"100","No","1-Highest","Other","Professional","Yes"
3067146,NA,30.8,178,30,0.25,0,0.6,-82,-0.8,1.3,1,7.7,0,0,52,7.7,8,40,22.3,2.3,0,0,28,3,3,"APCSIL301",2,2,453,54,54,"No","Yes","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,"6","No",0,"30","No","1-Highest","Other","Professional","Yes"
3067154,NA,78.95,1012,90,0.5,0,0,441,4.4,8,0,43,2.7,0,98.2,35,6.3,162.7,65.7,12,0,0,30,1,1,"NYCBRO917",2,2,303,32,38,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"Yes","No",0,"5","No",0,"30","No","5-Low","Other","Other","Yes"
3067174,NA,29.99,55,30,0,0,0,66,0,1,0.3,5.3,0,0,0,7.3,0,22,5,1.3,0,0,26,1,1,"SEASEA206",1,1,779,46,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Suburban","Other","No"
3067178,NA,49.99,400,60,0,0,0,-20,0,9,0.3,25,0,0.7,115,43.7,20,98,33.7,9.3,0,3.3,30,3,2,"APCFCH703",1,1,886,42,72,"Yes","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","1-Highest","Suburban","Professional","Yes"
3067238,NA,43.37,181,42,0.5,0,0,-72,-0.9,2,0.7,5.3,0,0,44,32,1.3,78,19.3,2.7,0,0,24,2,2,"LAXCOR909",1,1,717,70,62,"Yes","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","3-Good","Town","Professional","Yes"
3067270,NA,101.7,632,50,1.49,126,0,-25,-19.6,10.3,5,43,2.7,0,3.4,2.7,0,75.3,33.7,15.3,0,0,28,1,1,"ATLANE678",5,4,41,60,54,"No","Yes","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",1,1,"No","No",0,"2","No",0,"10","Yes","1-Highest","Town","Professional","No"
3067302,NA,31.27,110,30,0,2,0.4,34,3.8,2.3,1,10.7,0,0,13.6,3.3,0,48.7,12.3,3.3,0,0,30,1,1,"HARSPR413",1,1,885,54,54,"No","No","No","No","No","Known","No","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","1-Highest","Town","Retired","Yes"
3067394,NA,43.37,612,42,0,18,0,334,20.9,32.3,7,22.7,0,0,118.3,26.3,1.7,42.3,73.7,39.3,0,1.7,26,1,1,"FLNCOC407",1,1,778,26,22,"No","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","Yes",0,"4","No",0,"Unknown","No","4-Medium","Town","Other","No"
3067426,NA,56.23,444,60,0.74,17,0,-160,-4.3,5,1.3,26,0.3,0,86.4,20,7.3,67,23,6.3,0,0.7,24,1,1,"HARNOR203",2,2,226,26,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"30","No","3-Good","Other","Other","Yes"
3067430,NA,32.63,82,18,0,44,0,123,30.1,0,0,0,0,0,5.6,0,0,5.3,2.7,0,0,0,26,2,1,"HWIHON808",1,1,778,60,0,"No","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"5","No",2,"Unknown","No","1-Highest","Other","Professional","No"
3067446,NA,39.99,162,50,0,0,0,272,0,4.3,0.3,23,0,1,0.6,4.3,0.3,6,31.7,4.7,0,0,28,2,1,"SFROAK510",2,2,58,68,58,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"7","No",0,"30","No","1-Highest","Suburban","Crafts","Yes"
3067486,NA,53.68,1962,50,0.99,32,0,-118,7.7,5,4.7,91,7.3,6.7,459.7,53.3,31,153,245.3,9.7,0,22.3,30,1,1,"NSHNSH615",7,5,230,58,40,"No","Yes","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"7","No",0,"130","No","3-Good","Suburban","Other","Yes"
3067522,NA,49.93,118,40,0,0,0,-10,50.1,0,0,0.7,1,0,1.8,3.3,0,7.7,12.3,0,0,0.3,28,1,1,"DALDAL214",1,1,824,34,34,"Yes","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"4","No",0,"Unknown","No","6-VeryLow","Suburban","Other","Unknown"
3067526,NA,69.28,196,30,0,12,35.2,68,54.5,0.7,0.3,7,2,0,32.7,0,0,20.7,9,1,0,0,26,1,1,"DENFTC970",1,1,778,52,62,"No","No","No","Yes","Yes","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"8","No",0,"Unknown","No","1-Highest","Town","Other","Yes"
3067570,NA,62.86,243,57,0,18,1,-3,-5.4,9.7,0.7,7.7,0,0,40.2,21.7,5.3,79.3,30.3,10.3,0,1,26,2,2,"NYCNEW732",1,1,777,48,40,"Yes","No","No","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"8","No",0,"Unknown","No","1-Highest","Town","Professional","Yes"
3067622,NA,192.02,1453,69,2.97,282,0.2,65,34.1,22.3,0.3,40.7,0.3,0,477.7,101,30,501.3,198,22.7,0,0.7,26,1,1,"NYCBRO917",7,4,31,40,0,"No","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"8","No",0,"150","No","4-Medium","Other","Other","No"
3067646,NA,44.24,327,50,0.25,16,0.5,89,14.4,2.3,1,23.3,4.3,0,100.4,44.7,22,158,40.3,3.3,0,3,24,2,1,"KCYKCM816",1,1,715,26,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","4-Medium","Suburban","Other","Unknown"
3067650,NA,131.62,692,60,4.21,170,11,751,147.8,11.7,2,18.7,0,0.3,52.8,49.3,10.7,149.7,78,13.7,0,2.3,24,1,1,"NYCBRO917",4,3,130,24,0,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,"7","No",0,"30","No","1-Highest","Other","Other","No"
3067658,NA,82.97,1542,60,6.68,73,0,-114,-31,15.3,2,84.3,10.7,0.3,446.9,82.7,41.7,177,227.3,17.3,0,5.7,28,1,1,"APCSIL301",3,2,146,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,"0","No",0,"30","No","4-Medium","Other","Other","Unknown"
3067690,NA,146.41,928,34,0.5,290,0.5,12,-69.6,1,11.3,32.7,4.7,0,366.8,30.3,18.7,164,93.7,12.3,0,1,30,1,1,"NOLKEN504",3,2,15,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","3-Good","Suburban","Other","Unknown"
3067694,NA,30,11,30,0,0,0,-3,0,0.7,0,1.3,0,0.7,2.5,1.7,0.3,3,2,0.7,0,0,30,1,1,"APCFCH703",1,1,884,54,54,"No","No","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","1-Highest","Suburban","Professional","Yes"
3067742,NA,89.42,822,60,1.24,109,1.6,-354,-36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,"NCRGRB757",3,1,417,68,64,"No","Yes","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"Yes","No",0,"7","No",0,"10","No","1-Highest","Suburban","Other","Yes"
3067782,NA,55.17,249,50,1.73,0,0,77,-0.2,0.3,14,9,0,0.3,41.5,6.7,0,60,14.3,14.3,0,0,24,1,1,"OHICOL614",1,1,715,52,52,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,"6","No",0,"Unknown","No","3-Good","Rural","Professional","Yes"
3067798,NA,48.12,519,45,4.21,26,0,-48,-5.7,3.7,3,20.3,0,0,228.5,20.3,0,140.7,102.7,6.7,0,0.7,30,1,1,"HWIHON808",5,3,531,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,"7","No",0,"60","No","1-Highest","Other","Other","Unknown"
3067802,NA,38.02,253,41,0,4,0,183,0,0.3,2,5,5.7,0,11.2,10,1.7,35,8.3,2.3,0,0,26,1,1,"DALFTW817",1,1,777,44,36,"No","No","No","No","No","Known","No","No","No","Yes","Yes","Yes",0,0,"No","Yes",0,"3","No",0,"Unknown","No","1-Highest","Town","Other","No"
3067806,NA,41.34,352,35,0,0,3.4,-267,-3.3,3.3,4.3,14.7,0,0,155,25,2,37,74,7.7,0,1,28,1,1,"LOUNAL812",1,1,823,46,44,"Yes","No","No","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","1-Highest","Suburban","Self","Yes"
3067822,NA,71.24,1268,85,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,"NEVENC760",1,1,776,42,0,"No","No","No","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","1-Highest","Other","Other","Yes"
3067830,NA,44.52,204,35,0.5,0,10.3,-161,-24,10.7,2,6.7,5.3,0,39.6,11.7,6,39.3,31.7,12.7,0,0,26,1,1,"NYCBRO917",2,2,775,NA,NA,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",2,"30","No","1-Highest","Other","Other","Unknown"
3067854,NA,21.65,63,20,0,4,0,-38,-1.7,3.7,0,4.7,1.3,0,9.8,9.7,4,19.3,23.3,3.7,0,0.3,28,1,1,"PHIPHI215",1,1,822,30,20,"No","No","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","2-High","Other","Other","No"
3067866,NA,81.35,429,69,0,24,0,207,9.3,24,13.7,38.3,0,0,78.4,9.3,6,101.3,35.3,37.7,0,0,28,1,1,"ATLMEM901",1,1,822,28,0,"No","No","Yes","No","No","Known","No","No","No","No","No","No",0,0,"No","No",0,"4","No",0,"Unknown","No","3-Good","Suburban","Crafts","No"
